meanZCR,stdZCR,meanSpecCentroid,stdSpecCentroid,meanSpecContrast,stdSpecContrast,meanSpecBandwidth,stdSpecBandwidth,meanSpecRollof,stdSpecRollof,meanMFCC_1,stdMFCC_1,meanMFCC_2,stdMFCC_2,meanMFCC_3,stdMFCC_3,meanMFCC_4,stdMFCC_4,meanMFCC_5,stdMFCC_5,meanMFCC_6,stdMFCC_6,meanMFCC_7,stdMFCC_7,meanMFCC_8,stdMFCC_8,meanMFCC_9,stdMFCC_9,meanMFCC_10,stdMFCC_10,meanMFCC_11,stdMFCC_11,meanMFCC_12,stdMFCC_12,meanMFCC_13,stdMFCC_13,genre
-0.5058710282390234,-0.7843432516998987,-0.3814075410063482,-0.6911474856889079,-0.10729088571843004,0.3499015826805716,-0.18727994894502298,-0.5722645120353036,-0.23666809204206707,-0.4553562796587797,0.14782084135669993,-0.7341654758849461,-0.14267157749423887,-0.5087289938077937,0.26837168365740915,-0.5439693843831804,-0.12747166462032347,-0.5439271806323267,0.2402501630274203,-0.566260175002685,-0.3161548161540988,-0.49874373288353635,0.45513540140426784,-0.22086332484208127,-0.08720706110200604,-0.3945309761349647,0.09085640083524482,-0.1143780912037149,-0.1747815538947502,-0.7169310403195913,0.379756522099389,-0.8263312857877125,0.0651917062461681,-0.8024776283083415,0.24332482293851437,-0.6097040690601712,blues
-0.7895557934393853,-0.7267590470453935,-0.5596809536722697,-0.4634329830230647,-0.21465187103669248,0.2747412537160676,-0.1395012012355603,-0.41469023849799924,-0.3338167215126331,0.0188360258585345,0.0832826967106235,-0.6093411345857644,0.2967213330476639,-0.29593452211637516,0.24392338734410401,-0.37931653282011835,0.21209673601189982,-0.24518100055311542,0.3168140702312442,-0.48144979510751873,-0.004513650028516725,0.8350143577599911,0.6629936989836858,-0.08243267381580743,0.10530270575163775,0.31586115490882394,0.0673462518101442,0.10346007444193095,0.11225397137876575,-0.6113766330844543,0.4661850385867581,-0.7713349586672533,0.27059561847544045,-0.48003829065787507,0.28644512722949367,-0.5460679244915917,blues
-0.5900985005020455,-0.5566171132193195,-0.5007261871479893,-0.5206686976371431,0.11084071322233591,0.34220151427441237,-0.3521452279725519,-0.704373078927035,-0.4132411177422053,-0.48689596478588315,0.2777680680104264,-0.31952420885910404,-0.16932163216152857,-0.4717391393291591,0.10597447560528261,-0.5050163371447852,-0.37530033139719277,-0.3797729213322114,0.3829878839948542,-0.45588127785500954,-0.2560802751808572,-0.004410485210690762,0.23305897548146406,0.40180903332851114,-0.06972460343287629,-0.558501020733375,-0.14182454567703923,-0.16633821726681286,-0.3542155059914147,-0.6647039402517898,0.180107390509138,-0.7515518769385655,-0.0944672932560719,-0.6474500053963637,-0.1829383816622881,-0.5303003099490715,blues
-0.943024056693802,-0.9201295279580526,-0.8729667703747993,-0.7439289022415652,-0.06954388172646109,0.0434304690708458,-0.6356848022458291,-0.5960139154096358,-0.7726588209046795,-0.5509064608097655,0.48578245041846135,-0.5825676022934503,0.19911240383121626,-0.5219922999857923,-0.002786137740926453,-0.680760327642985,0.2558717921585863,-0.48520354257340903,-0.011188485776362722,-0.5118251036067741,0.3150772583235353,-0.48456625977641643,0.2484907522894227,-0.4120998281381827,0.4697055083129366,-0.5130877402980091,-0.030966025476522663,-0.7474648688325005,0.2930442324118493,-0.7763843749997288,0.10499181931143983,-0.9254917321773672,0.20296018282125033,-0.8475044931617298,-0.1160924851862246,-0.708645134456959,blues
-0.20544034786360965,-0.400993145879738,-0.23611239394035288,-0.24381445234988197,0.19038162205885323,0.27076880909997425,-0.31032700688233095,-0.5320991168530574,-0.19814577252248056,-0.129946252447523,0.06445669921870056,0.050365068337537844,-0.2860250294235362,-0.5791745320056572,-0.02567036029813269,-0.32784617677339556,-0.8220264209460771,-0.3513856427110189,0.12658447603237266,-0.18488662521706267,-0.5728341411649306,-0.05649806936406576,0.024575006326611297,0.2959246924880796,-0.21213281385999394,-0.060416811960590344,-0.2530224771792754,0.135570603475484,-0.43603377137429333,-0.6724663464319427,-0.1803372413084946,-0.7172122755065365,0.16649390276236414,-0.2221929703454828,-0.36799044531355446,-0.2789965990193459,blues
-0.7313019160712655,-0.9013198299995597,-0.7114792867427517,-0.7332468858156527,0.04930729449804927,-0.1578884732802075,-0.5785990012752527,-0.5420071471134145,-0.625423739317431,-0.41862055401709486,0.5534688895153839,-0.4357511169707331,-0.05792188276885343,-0.08581153990452339,0.052137503009135555,-0.3271813830312401,-0.4576547462657081,-0.4205628914229479,0.005148550665538293,-0.3746394985510162,-0.5882224466206396,-0.4773966033710866,0.06805527849650134,-0.2616919162911322,0.0516254787704985,-0.33156873744474225,-0.2908246408858842,-0.3789597736847725,-0.3150845611533374,-0.8820933420413426,-0.18814798252838752,-0.7022230796361004,-0.22139735564514162,-0.6050310904919576,-0.33122919984118815,-0.7224449714172263,blues
-0.6174828018289393,-0.6670864331627367,-0.4974136790649488,-0.34162575829274877,0.4101334864509858,0.053986209139041286,-0.5237934699802806,-0.39230500685419334,-0.39340980782221224,-0.20822164441701152,0.08606734572757824,0.3299703254163471,-0.287642487644073,-0.08221583261891574,0.18059718183854045,0.068824416541857,0.1595261066658728,1.0,-0.138222549845488,0.27759995635902435,-0.4610413595468902,0.3426098122651322,-0.05288096567064469,-0.08391391741732823,0.05849993442053747,-0.1661529716069583,-0.6827929428193211,0.466578824991573,-0.22164887951554307,-0.5373269058260062,-0.03855732288249693,-0.6800145976424455,-0.01002358489512023,-0.5116834006287135,-0.5363345182674384,-0.4593063817803058,blues
-0.7166471657248126,-0.886927579882853,-0.5524239647481457,-0.7311962501616249,0.07180988740915728,0.06336798120473564,-0.3574228095801857,-0.6874185946543823,-0.4217313973017023,-0.5410153542970526,0.31254713691684133,-0.6848115599628426,-0.21142067983587653,-0.45270913610242147,0.20789257261281846,-0.3695819002521328,0.016781678858677252,-0.18712789104547856,0.2918811997135883,-0.32438771508204645,-0.6422348526205621,0.1274583066399635,0.49734472541146213,0.1199541466945575,-0.1467198767679222,0.3223567039958535,-0.37566969046070553,0.45348591010694306,-0.07403512720396435,-0.514383390129484,-0.3172256754495593,-0.7277253607731557,0.18504255060700547,-0.17226653560835636,-0.4075888940160351,-0.575752754793724,blues
-0.6104624627614993,-0.6883929950209469,-0.386584958557619,-0.516243584829118,0.19140643510178812,0.5573458660055326,-0.15666840250738168,-0.516733082720793,-0.2195016143925731,-0.28588397563851475,0.13119870281996504,-0.42780779539115754,-0.06156811198025397,-0.5095876116051835,0.3441878534688889,-0.4330313558379445,-0.13981518316005456,-0.4910448726151201,0.28031973914242836,-0.18210377097820607,-0.547188731273175,-0.6274502126506144,0.5700866602058275,-0.2807765674581877,-0.08890866890594123,-0.7828718470723458,0.45482525243739935,-0.6197594332323187,-0.051751041208493165,-0.8163431301811827,0.27284858552564323,-0.7785956196674286,-0.35228982594445335,-0.6343004662689057,0.16368357278033335,-0.6864180042595956,blues
-0.5164762212983478,-0.6765889617510417,-0.3024180916474235,-0.4617188089990445,-0.016840912921194384,0.2735450989143302,-0.13088971287762896,-0.5332499312167823,-0.12116310632680749,-0.3280901237030601,0.01837432261881733,-0.2570618424565577,0.012627877707491075,-0.30363146185090084,0.2843526944814534,-0.17023205609806924,-0.5004921399830596,-0.019856920065452366,0.24190464436031173,0.4491533406009749,-0.19862911041320686,0.006332989832422031,0.28016681104494773,-0.2901890894815202,-0.10947081412266191,-0.437330974346936,-0.11599015081069511,-0.19534343431446266,-0.21775954191684194,-0.6075645791854808,0.22286290391964408,-0.649688096717179,0.17427244821633098,-0.6707049560192122,-0.23612262122880737,-0.3172296255187559,blues
